I II V1 V2 V3 V4 V5 V6
-7 2 11 -4 5 3 0 -5
-6 3 13 -2 6 5 2 -3
-4 5 12 -2 6 5 2 -4
-3 7 12 0 7 6 2 -4
-3 8 13 1 8 7 3 -2
-3 10 12 2 9 8 5 0
-2 13 11 3 11 9 7 2
0 16 11 4 13 10 9 4
1 19 10 4 14 12 11 6
3 21 9 4 14 13 11 7
4 19 7 3 13 12 10 7
5 17 6 2 13 12 10 7
6 13 3 1 11 11 10 6
6 10 0 -3 8 8 8 4
5 6 -4 -6 5 5 5 1
4 5 -4 -6 5 4 5 0
4 6 -5 -7 4 4 5 1
4 6 -7 -9 3 4 4 1
4 6 -8 -10 2 3 3 0
5 6 -7 -9 2 2 3 1
5 7 -7 -10 3 3 3 1
5 8 -7 -11 2 3 3 1
3 10 -5 -11 2 4 5 3
1 12 -4 -11 2 4 6 3
-2 10 -6 -13 0 3 4 2
-4 7 -7 -15 -3 1 3 1
-4 6 -7 -16 -4 -3 1 -2
-5 3 -5 -16 -5 -4 -2 -5
-7 0 -3 -15 -6 -5 -3 -7
-8 -3 -2 -14 -5 -5 -4 -6
-8 -6 -2 -14 -4 -6 -4 -6
-8 -8 -3 -15 -7 -7 -5 -7
-8 -11 -5 -17 -8 -8 -7 -10
-8 -12 -5 -18 -10 -10 -9 -12
-8 -12 -6 -20 -11 -11 -10 -13
-9 -13 -7 -21 -12 -12 -11 -13
-8 -12 -7 -21 -11 -12 -11 -13
-7 -11 -6 -20 -11 -11 -11 -14
-6 -11 -6 -21 -11 -11 -11 -13
-8 -13 -6 -21 -12 -11 -11 -13
-8 -13 -6 -20 -11 -12 -11 -13
-8 -12 -5 -19 -10 -10 -10 -12
-8 -11 -6 -18 -9 -9 -9 -12
-9 -12 -7 -19 -9 -9 -10 -13
-9 -12 -7 -19 -10 -9 -10 -13
-9 -11 -5 -18 -10 -8 -10 -12
-7 -9 -5 -17 -9 -9 -10 -12
-7 -9 -5 -18 -9 -9 -10 -13
-9 -12 -6 -18 -10 -10 -10 -13
-9 -12 -5 -18 -10 -10 -10 -13
-8 -12 -5 -18 -9 -9 -9 -12
-8 -12 -5 -18 -9 -9 -10 -14
-9 -12 -6 -19 -10 -10 -11 -15
-9 -11 -6 -18 -10 -9 -10 -14
-9 -11 -5 -18 -9 -9 -10 -13
-10 -12 -6 -18 -10 -10 -11 -14
-11 -12 -6 -19 -11 -11 -12 -15
-10 -12 -6 -19 -10 -11 -11 -15
-9 -12 -5 -19 -10 -11 -10 -15
-8 -11 -4 -18 -10 -11 -10 -14
-7 -11 -5 -19 -10 -11 -11 -14
-9 -11 -5 -18 -9 -10 -10 -13
-10 -11 -6 -18 -10 -10 -10 -13
-10 -11 -5 -18 -9 -10 -10 -13
-8 -11 -5 -18 -8 -9 -10 -13
-6 -10 -6 -19 -9 -10 -11 -14
-7 -11 -6 -19 -10 -11 -11 -15
-9 -12 -5 -18 -9 -11 -11 -15
-9 -13 -5 -16 -10 -12 -12 -17
-10 -13 0 -12 -8 -12 -13 -18
-11 -12 4 -6 -5 -11 -14 -19
-12 -14 9 2 2 -9 -14 -19
-12 -15 14 13 11 -4 -13 -19
-10 -13 16 24 21 4 -10 -19
-9 -10 21 39 38 17 0 -12
-8 -6 28 58 59 34 12 -6
-6 2 37 82 89 61 30 7
0 11 45 105 122 94 53 21
5 19 52 129 162 132 78 37
10 22 60 151 203 171 103 51
15 25 68 170 242 211 129 65
23 33 71 178 275 246 154 82
33 47 65 173 295 273 179 102
42 54 44 142 284 276 191 115
49 57 8 86 234 243 183 119
57 61 -39 -3 139 172 155 115
60 65 -92 -132 2 67 108 104
52 58 -139 -283 -147 -49 49 79
38 35 -181 -422 -283 -157 -20 42
31 8 -226 -536 -398 -252 -81 4
32 -10 -266 -607 -469 -306 -116 -16
36 -16 -284 -613 -479 -314 -126 -20
37 -19 -286 -585 -462 -305 -127 -20
35 -17 -284 -556 -444 -296 -127 -20
27 -6 -272 -520 -416 -279 -120 -18
15 12 -247 -466 -370 -249 -106 -12
4 27 -223 -410 -322 -217 -88 -3
-2 32 -205 -367 -288 -192 -75 3
-2 30 -194 -333 -262 -176 -71 -2
-3 28 -180 -297 -231 -156 -65 -4
-3 28 -165 -262 -203 -137 -58 -4
-5 25 -149 -230 -179 -120 -52 -4
-5 21 -134 -201 -157 -106 -48 -7
-2 19 -114 -170 -133 -91 -40 -8
0 18 -92 -137 -107 -73 -32 -7
-2 14 -70 -106 -83 -58 -25 -6
-3 9 -55 -83 -66 -46 -21 -6
-2 5 -44 -66 -54 -38 -19 -8
0 2 -35 -52 -44 -33 -18 -9
-3 -2 -25 -39 -32 -26 -14 -7
-5 -3 -18 -29 -26 -21 -11 -6
-5 -4 -13 -23 -22 -19 -12 -8
-5 -5 -10 -20 -19 -18 -12 -9
-4 -7 -9 -18 -18 -18 -12 -10
-4 -7 -8 -16 -16 -17 -12 -10
-4 -7 -6 -14 -15 -16 -12 -12
-5 -8 -5 -11 -14 -15 -12 -12
-6 -9 -5 -10 -13 -15 -12 -12
-6 -9 -5 -8 -12 -15 -12 -12
-4 -9 -4 -6 -11 -14 -12 -12
-2 -8 -3 -5 -10 -13 -12 -12
0 -8 -3 -4 -10 -13 -13 -14
-4 -9 1 0 -8 -12 -12 -13
-6 -11 2 2 -6 -11 -11 -12
-4 -10 3 3 -6 -10 -11 -12
-3 -9 4 4 -4 -10 -11 -12
-4 -10 3 4 -4 -10 -11 -12
-6 -12 2 5 -4 -10 -11 -13
-5 -12 2 7 -4 -9 -11 -13
-3 -11 3 8 -3 -9 -9 -10
-2 -10 5 9 -2 -8 -8 -10
-3 -10 7 11 1 -7 -7 -10
-5 -11 8 13 3 -5 -7 -10
-4 -11 8 13 3 -5 -7 -9
-3 -10 9 14 4 -4 -7 -9
-3 -10 10 15 4 -4 -7 -10
-4 -11 9 15 3 -5 -7 -10
-4 -12 9 16 4 -5 -7 -9
-4 -12 8 16 3 -6 -7 -10
-4 -11 7 15 2 -7 -7 -10
-4 -10 8 17 4 -5 -6 -9
-3 -10 10 19 6 -3 -6 -8
-2 -10 10 19 6 -4 -6 -10
-3 -11 12 20 7 -3 -6 -9
-3 -11 12 21 9 -2 -6 -10
0 -9 13 23 10 0 -5 -9
1 -8 12 24 10 1 -5 -8
-2 -9 12 25 10 0 -5 -8
-4 -11 12 25 10 -2 -6 -9
-3 -11 12 25 10 -3 -6 -10
-2 -10 12 27 11 0 -5 -9
1 -8 15 29 13 2 -4 -7
2 -6 15 29 13 2 -4 -7
2 -7 16 30 14 2 -4 -8
2 -7 16 32 14 2 -3 -8
1 -7 19 35 16 4 -2 -6
1 -8 18 35 16 4 -2 -6
0 -9 17 35 17 4 -2 -7
0 -10 16 36 18 4 -3 -7
2 -8 16 38 20 5 -2 -6
2 -7 16 39 19 5 0 -6
1 -7 18 42 20 6 0 -4
0 -6 20 44 22 7 1 -4
1 -6 20 45 22 8 2 -5
0 -8 20 46 23 9 2 -4
-2 -9 21 48 25 9 2 -3
1 -6 21 50 26 9 2 -2
3 -4 21 52 27 10 4 0
3 -5 19 52 27 10 3 -2
2 -7 19 52 27 10 3 -3
3 -5 21 54 28 10 4 -2
4 -4 24 57 30 13 5 1
2 -3 24 59 32 14 5 0
3 -3 25 60 33 15 7 0
4 -2 26 62 34 16 7 1
6 0 26 64 34 17 7 2
7 0 27 66 35 18 8 3
7 0 26 68 36 18 9 3
6 0 26 69 37 18 9 3
5 0 27 71 38 18 9 3
6 0 28 72 39 19 9 4
8 1 28 74 40 19 9 5
8 2 30 77 42 21 11 6
7 3 31 79 44 21 11 6
6 3 31 81 45 22 12 6
7 3 31 84 47 22 12 7
8 3 30 85 47 22 12 7
9 4 32 87 49 24 13 8
11 7 33 89 51 25 15 10
13 9 34 92 52 26 17 12
11 8 35 94 52 27 17 13
8 6 35 95 53 28 16 13
8 8 35 97 53 28 17 13
10 10 36 98 53 29 18 13
12 11 38 101 55 30 19 14
12 10 37 102 56 30 19 14
10 8 36 102 56 29 18 14
11 9 35 103 56 28 18 14
12 9 36 105 57 28 20 15
12 10 36 105 57 28 20 14
12 11 36 105 55 27 18 14
13 12 38 107 56 28 19 15
14 13 38 107 55 27 19 15
14 12 38 107 54 26 18 14
14 12 38 107 53 25 17 14
14 12 39 107 53 25 17 14
15 13 39 108 53 25 17 15
15 14 38 106 51 23 16 14
16 13 37 105 49 21 14 13
18 13 37 104 47 20 14 13
17 14 38 104 47 20 13 13
15 14 38 103 46 18 13 13
14 14 39 103 45 18 13 13
15 13 39 102 43 17 12 12
14 12 38 100 40 15 10 11
12 11 37 98 39 13 8 10
14 11 35 96 37 10 8 10
15 12 35 94 35 8 6 8
14 12 34 92 32 5 4 8
14 11 34 90 31 4 4 8
13 11 34 89 29 4 3 8
12 10 33 88 28 3 3 8
12 10 33 86 26 2 1 7
14 11 34 85 26 1 2 7
15 12 33 82 24 0 1 6
12 9 32 79 23 -2 -2 5
11 7 31 77 22 -3 -2 4
14 8 31 76 21 -4 -2 4
14 9 30 73 18 -6 -3 3
11 6 28 70 17 -6 -5 1
11 6 27 67 16 -7 -5 1
14 9 27 66 15 -7 -5 1
12 9 29 64 15 -7 -5 1
8 5 29 62 14 -7 -5 0
6 4 29 60 14 -7 -5 0
8 5 28 59 14 -5 -5 -2
9 5 26 56 13 -6 -6 -3
10 4 25 53 13 -5 -6 -3
11 6 24 49 13 -5 -5 -3
11 7 23 46 12 -4 -4 -2
8 5 22 44 11 -5 -4 -2
5 2 21 42 11 -5 -5 -3
5 2 21 40 11 -4 -5 -2
5 3 21 37 12 -3 -5 -2
4 2 21 36 12 0 -4 -2
3 1 21 33 12 0 -3 -2
2 1 19 31 12 0 -3 -3
2 1 18 28 11 0 -3 -3
2 2 17 26 10 1 -3 -3
2 2 15 23 9 1 -3 -3
2 0 12 20 7 -2 -5 -5
1 0 12 20 8 0 -4 -5
2 1 13 18 7 0 -3 -5
1 1 13 16 6 0 -3 -6
-2 0 12 15 5 0 -4 -6
0 0 11 13 5 0 -4 -6
1 0 11 12 5 0 -3 -6
2 1 10 11 5 0 -3 -6
2 1 10 10 4 1 -3 -6
-2 0 9 7 3 0 -3 -6
-3 -3 8 6 3 0 -3 -7
-2 -2 9 7 4 1 -2 -6
-2 -2 9 5 3 1 -2 -6
-3 -3 9 4 2 0 -3 -7
-2 -3 8 4 2 -2 -3 -7
0 -4 8 3 1 -2 -4 -7
-2 -4 7 2 0 -2 -5 -6
-4 -3 9 3 1 1 -3 -5
-3 -3 8 1 0 0 -4 -6
-3 -3 6 0 -2 0 -5 -6
-3 -4 5 1 -2 0 -4 -5
-4 -3 6 1 1 1 -3 -5
-5 -3 7 2 1 2 -2 -4
-5 -3 8 2 1 2 -2 -4
-4 -3 8 3 2 2 -2 -4
-3 -2 7 2 1 1 -3 -5
-3 -2 6 1 0 1 -3 -6
-3 -3 5 0 -2 0 -4 -6
-2 -2 5 0 -2 0 -4 -7
-2 0 5 0 0 1 -3 -6
-2 0 5 1 1 2 -2 -5
-2 0 5 2 1 2 -2 -5
-2 0 5 2 1 2 -3 -5
0 1 6 2 1 2 -3 -5
0 1 6 3 2 3 0 -4
0 1 6 3 2 3 0 -4
-2 1 5 2 1 2 -2 -5
-3 0 6 3 1 3 0 -4
-3 0 6 3 1 4 0 -3
-2 0 5 3 1 4 0 -4
-2 1 6 3 2 4 1 -4
-2 1 7 4 2 5 2 -3
-3 2 8 5 3 5 2 -3
-2 2 8 5 4 5 2 -4
-2 2 8 6 4 5 2 -4
-2 2 8 6 5 5 2 -4
-3 2 7 5 5 5 3 -3
-3 3 7 5 6 5 3 -2
-3 3 7 6 6 6 3 -2
-3 3 7 7 6 6 2 -2
-3 3 7 7 6 6 2 -2
-3 2 7 7 7 6 3 -2
-3 1 6 7 8 6 2 -2
-3 1 6 7 8 6 2 -3
-2 1 7 7 9 6 2 -3
-2 1 8 8 10 7 2 -3
-2 1 8 9 10 7 2 -3
-3 1 7 9 10 7 2 -3
-3 1 7 9 10 7 2 -4
-2 0 6 8 10 7 2 -4
-2 0 5 8 10 8 3 -3
-2 2 7 10 12 9 4 0
0 3 8 10 12 9 5 0
0 2 8 9 12 9 5 -2
-2 1 8 10 12 9 4 -3
-2 2 7 11 13 10 4 -2
-2 2 6 11 14 10 5 0
-2 2 5 10 13 10 5 0
-3 2 5 10 13 10 4 -2
-2 2 6 10 13 10 5 0
0 2 6 9 12 9 4 -2
0 2 5 9 12 9 4 -2
-3 2 6 9 13 10 4 -2
-3 2 7 9 13 10 4 -2
-3 2 7 9 14 10 5 -2
-4 1 8 11 14 11 6 1
-3 1 6 9 12 10 5 0
0 2 6 8 12 9 4 -2
1 2 6 8 12 10 5 -2
2 2 6 8 12 10 5 -2
1 2 6 8 12 10 5 -2
0 2 5 8 11 9 4 -2
-2 1 6 7 11 8 3 -2
-4 1 6 7 11 8 3 0
-3 1 5 7 11 8 2 -2
-3 0 6 7 12 9 3 -2
-4 -2 5 6 10 8 2 -3
-4 -2 3 5 9 7 1 -4
-2 0 2 4 8 5 0 -5
0 0 3 5 10 7 2 -3
0 1 4 5 10 8 2 -2
-2 0 3 5 9 7 1 -3
-3 0 4 5 9 7 2 -3
-4 -2 4 4 9 6 1 -4
-4 -2 4 4 9 7 2 -3
-3 -2 5 4 8 7 3 -3
-3 -2 4 3 8 6 2 -4
-3 -3 2 2 7 5 1 -5
-4 -3 3 2 7 5 1 -4
-3 -3 2 1 6 6 1 -4
-2 -2 2 2 6 6 1 -4
-3 -3 2 1 5 5 1 -4
-4 -3 3 2 6 5 1 -4
-2 -2 3 1 6 5 1 -4
0 0 3 1 6 6 0 -4
-2 -2 2 1 6 5 0 -5
-2 -3 0 -2 5 3 -2 -7
-2 -4 0 -3 4 3 -2 -7
-2 -3 1 -2 5 4 0 -5
-2 -3 1 -2 4 4 0 -5
-4 -3 1 -2 4 4 1 -5
-5 -4 0 -2 4 3 0 -5
-4 -4 0 -3 3 3 0 -5
-2 -4 -2 -5 2 2 -3 -7
-2 -5 0 -5 2 2 -3 -6
-4 -5 -2 -5 2 2 -3 -6
-3 -3 0 -4 2 3 -3 -5
-2 -2 1 -4 3 4 -3 -5
-3 -4 0 -5 2 3 -3 -5
-5 -4 0 -5 2 3 -3 -5
-4 -5 1 -5 2 3 -3 -5
-4 -5 0 -5 1 3 -4 -6
-5 -5 0 -4 2 3 -3 -5
-4 -4 0 -4 1 3 -3 -6
-2 -4 1 -5 1 2 -4 -7
-2 -5 0 -5 1 1 -5 -8
-4 -7 -2 -6 0 0 -5 -9
-4 -6 -2 -6 0 0 -4 -8
-4 -5 -3 -6 0 0 -4 -8
-3 -5 -3 -6 0 0 -5 -8
-4 -6 -2 -6 0 1 -5 -8
-4 -6 -2 -7 0 1 -5 -8
-5 -6 -2 -7 -2 1 -4 -8
-5 -5 0 -7 -2 1 -4 -7
-4 -5 -2 -8 -3 0 -5 -8
-4 -5 -2 -8 -3 0 -5 -8
-5 -6 -2 -8 -3 0 -4 -8
-5 -6 -2 -8 -3 0 -4 -7
-4 -5 -4 -9 -3 -2 -5 -8
-3 -5 -3 -7 0 0 -5 -7
-3 -6 -3 -8 -3 -2 -5 -8
-5 -8 -3 -7 -3 0 -4 -8
-5 -7 -3 -9 -4 -2 -6 -9
-3 -6 -3 -9 -3 -2 -5 -8
-2 -6 -2 -8 -2 0 -4 -7
-4 -7 -2 -8 -2 0 -4 -7
-5 -8 -3 -8 -3 0 -5 -7
-3 -7 -2 -8 -3 0 -5 -7
-3 -6 -2 -8 -4 0 -5 -8
-3 -7 -3 -8 -3 0 -5 -7
-3 -8 -3 -9 -4 -2 -6 -7
-3 -8 -3 -9 -5 -2 -6 -7
-4 -7 -4 -9 -5 -2 -6 -7
-6 -7 -3 -8 -4 0 -5 -7
-5 -6 -3 -9 -4 -2 -6 -8
-4 -6 -2 -9 -3 -2 -6 -8
-4 -7 -3 -10 -4 -2 -6 -9
-5 -8 -3 -9 -5 -2 -6 -9
-6 -8 -4 -10 -6 -3 -7 -10
-6 -8 -4 -10 -5 -3 -6 -9
-5 -8 -3 -10 -4 -2 -5 -8
-3 -7 -3 -10 -4 0 -6 -7
0 -6 -4 -10 -4 0 -6 -8
-3 -6 -4 -10 -4 0 -6 -8
-4 -6 -2 -8 -2 2 -4 -6
-2 -4 -2 -8 -2 2 -4 -7
1 -3 -2 -8 -2 2 -4 -6
0 -2 -2 -8 -2 2 -4 -6
-3 -3 0 -8 -2 2 -4 -7
-5 -4 0 -8 -3 3 -3 -6
-3 -2 0 -6 -2 4 -2 -5
-2 1 2 -5 1 5 0 -4
0 2 3 -4 1 5 1 -4
-2 2 5 -3 2 6 3 -3
-4 1 5 -3 3 6 3 -2
-4 1 6 -4 2 5 2 -2
-3 2 7 -3 2 5 1 -3
-2 3 7 -2 3 6 1 -3
-2 4 8 0 4 6 2 -2
-2 3 6 -2 3 5 1 -3
0 4 7 1 4 7 2 0
1 6 9 2 6 9 3 2
2 6 9 3 8 10 4 2
2 8 10 5 10 12 6 3
3 11 9 6 11 13 7 5
4 14 10 6 14 16 10 7
7 17 8 6 15 17 11 9
9 19 6 6 15 18 13 10
8 17 4 5 12 18 13 10
7 12 1 3 10 15 10 8
6 6 -3 0 8 12 7 6
7 3 -4 -3 6 10 6 3
8 3 -7 -5 4 9 4 2
8 3 -8 -6 3 8 4 1
7 3 -8 -6 3 8 5 2
9 4 -9 -7 2 7 5 2
11 4 -10 -8 1 6 4 1
9 3 -10 -8 0 7 4 1
8 4 -11 -10 -2 6 3 1
8 6 -11 -12 -2 5 3 1
8 7 -10 -12 -2 5 4 2
6 9 -9 -12 -2 6 4 3
4 9 -8 -12 -2 6 5 4
2 7 -7 -12 -2 6 4 4
1 3 -5 -12 -3 6 3 3
-2 0 -5 -13 -5 4 1 0
-4 -4 -4 -11 -4 4 1 0
-4 -6 -3 -11 -5 4 0 -3
-4 -9 -5 -14 -7 1 -3 -5
-6 -12 -7 -17 -10 -3 -6 -8
-6 -14 -7 -17 -11 -4 -7 -9
-6 -15 -7 -18 -12 -5 -9 -10
-6 -15 -9 -18 -13 -7 -10 -12
-7 -16 -10 -19 -13 -8 -10 -12
-6 -16 -10 -19 -13 -8 -10 -12
-4 -16 -10 -18 -13 -7 -10 -12
-2 -14 -9 -18 -12 -6 -10 -11
0 -13 -9 -17 -12 -5 -9 -11
-2 -14 -8 -17 -11 -4 -9 -10
-5 -14 -8 -17 -10 -4 -9 -10
-7 -15 -9 -17 -11 -5 -10 -11
-7 -16 -9 -18 -11 -5 -10 -12
-4 -15 -8 -16 -9 -3 -9 -9
-2 -13 -7 -15 -9 -3 -8 -9
-3 -13 -6 -15 -9 -3 -8 -9
-5 -15 -7 -16 -10 -4 -9 -10
-7 -16 -8 -16 -11 -4 -10 -11
-7 -16 -7 -16 -12 -4 -9 -12
-7 -17 -7 -17 -12 -5 -9 -11
-6 -16 -8 -17 -11 -6 -10 -12
-5 -14 -6 -14 -9 -3 -8 -9
-6 -13 -6 -14 -9 -3 -8 -9
-7 -13 -6 -15 -10 -4 -9 -9
-6 -14 -6 -15 -10 -4 -9 -9
-5 -15 -5 -15 -10 -3 -9 -10
-5 -15 -5 -15 -10 -3 -9 -11
-5 -15 -5 -15 -10 -3 -8 -11
-5 -15 -5 -15 -10 -3 -8 -10
-5 -14 -5 -14 -9 -3 -7 -10
-4 -14 -7 -15 -9 -3 -8 -10
-4 -13 -6 -15 -9 -2 -8 -10
-4 -13 -6 -15 -9 -2 -8 -9
-4 -14 -6 -16 -9 -3 -8 -10
-5 -15 -5 -15 -9 -2 -8 -10
-5 -15 -5 -14 -9 -2 -8 -10
-5 -14 -4 -11 -8 -2 -8 -10
-5 -14 -2 -8 -7 -3 -8 -11
-6 -16 0 -6 -7 -4 -10 -13
-8 -18 3 -2 -4 -4 -13 -15
-9 -18 9 9 5 1 -12 -16
-9 -17 13 22 15 8 -9 -15
-6 -15 17 34 28 17 -4 -12
-4 -12 23 51 47 31 7 -7
-3 -6 32 73 71 53 21 2
1 3 43 99 103 82 43 16
5 10 48 120 140 116 65 30
9 14 53 142 178 153 89 44
15 17 61 164 217 191 112 58
24 24 68 179 254 229 139 74
32 33 68 182 280 262 165 93
38 44 57 167 287 278 184 109
49 49 30 125 260 266 186 118
58 52 -9 55 191 217 170 119
63 53 -57 -52 76 129 133 112
61 53 -109 -196 -68 18 81 95
50 42 -153 -344 -211 -93 19 65
36 16 -195 -472 -337 -195 -49 27
30 -9 -242 -572 -436 -275 -101 -4
33 -20 -276 -616 -479 -308 -122 -16
39 -23 -286 -601 -471 -305 -126 -17
42 -22 -285 -571 -452 -295 -127 -18
35 -17 -278 -539 -431 -282 -122 -16
24 -3 -259 -493 -394 -259 -110 -11
12 16 -231 -435 -345 -225 -92 -3
4 25 -210 -386 -302 -195 -76 5
1 24 -196 -348 -271 -174 -68 6
2 21 -186 -315 -244 -157 -65 1
3 22 -173 -278 -216 -139 -58 1
2 23 -157 -243 -189 -120 -50 2
1 21 -141 -214 -166 -104 -45 0
1 18 -123 -184 -144 -90 -39 -3
1 15 -103 -151 -119 -74 -33 -2
2 12 -80 -119 -96 -57 -26 -2
4 7 -60 -92 -74 -44 -20 -2
3 1 -46 -69 -58 -33 -17 -2
1 -5 -36 -54 -46 -26 -15 -3
1 -8 -28 -40 -34 -20 -11 -2
1 -8 -21 -29 -26 -14 -8 -2
1 -8 -15 -22 -21 -12 -7 -2
0 -9 -11 -18 -18 -10 -7 -3
-3 -11 -7 -14 -15 -8 -6 -4
-4 -11 -6 -11 -13 -7 -6 -4
-4 -11 -4 -8 -12 -6 -6 -5
-4 -12 0 -7 -9 -5 -5 -5
-3 -12 -2 -5 -9 -5 -6 -6
-2 -12 0 -3 -8 -5 -6 -6
-4 -12 0 0 -6 -3 -5 -5
-4 -12 1 2 -5 0 -4 -5
0 -10 2 4 -4 0 -4 -4
2 -10 3 5 -3 0 -4 -4
-2 -14 4 7 -2 0 -4 -5
-4 -18 4 6 -4 -2 -6 -7
-3 -17 7 10 0 1 -5 -5
-2 -15 7 11 2 2 -4 -4
-3 -16 9 13 3 3 -3 -3
-5 -16 9 14 3 3 -4 -3
-4 -15 9 14 4 4 -3 -2
-2 -14 8 14 5 4 -3 -2
1 -14 8 15 4 3 -4 -3
1 -14 9 16 5 4 -3 -3
1 -14 10 18 6 5 -2 -2
-2 -15 12 21 8 6 0 0
-3 -15 13 21 9 6 0 -3
0 -14 13 21 10 7 0 -4
1 -13 14 23 11 9 2 -3
0 -14 13 22 10 7 2 -4
-3 -15 12 22 10 7 1 -4
-2 -14 12 23 12 8 2 -3
0 -13 14 26 12 8 2 -3
-2 -13 14 27 12 8 2 -3
-2 -13 14 27 12 8 1 -4
-2 -14 17 30 14 10 3 -3
0 -14 17 30 14 10 3 -4
1 -15 16 29 15 10 2 -4
1 -15 17 30 16 10 2 -3
0 -15 19 33 17 11 4 -2
1 -14 17 32 17 11 3 -3
3 -13 16 31 16 11 2 -3
4 -12 17 35 18 12 4 0
4 -11 19 37 20 13 5 1
2 -13 18 36 19 12 3 -2
0 -16 18 37 20 11 2 -3
1 -13 21 42 22 13 4 0
5 -11 21 43 24 15 5 1
4 -13 21 43 23 14 5 1
2 -14 21 43 23 14 5 1
2 -13 20 44 24 14 5 2
2 -13 19 44 24 15 6 3
1 -12 19 47 26 16 7 3
2 -10 21 49 29 18 8 4
3 -9 23 52 31 19 10 5
4 -11 24 53 30 19 10 5
4 -12 24 53 29 18 9 2
4 -12 24 53 30 19 9 2
4 -12 25 56 31 20 10 3
4 -11 25 58 32 20 11 4
4 -11 25 59 32 21 11 5
4 -11 24 59 33 21 11 5
4 -11 25 62 34 22 12 6
4 -9 25 63 35 22 12 6
4 -7 28 66 38 25 14 8
5 -6 29 68 39 25 14 7
4 -5 29 70 42 26 14 8
6 -5 28 70 42 26 13 7
9 -5 28 71 42 26 14 7
9 -5 28 72 43 26 14 8
7 -5 29 74 44 27 15 10
6 -4 29 75 45 28 16 11
8 0 30 77 46 28 16 11
9 1 31 80 48 30 17 11
8 -2 31 82 50 30 18 12
9 0 32 85 50 31 19 13
11 2 34 88 52 32 20 13
10 1 34 89 52 32 19 12
10 0 35 91 53 32 20 14
12 1 36 94 54 33 21 15
11 1 35 94 53 33 20 15
10 0 34 94 53 32 21 15
11 1 33 96 53 32 21 15
13 3 35 99 56 35 22 18
13 4 36 100 57 35 22 18
13 4 37 102 58 35 23 19
12 4 38 104 60 37 24 20
13 4 39 105 60 37 23 19
14 6 39 107 60 37 24 20
15 7 39 109 61 37 25 21
15 7 39 109 60 37 25 22
15 7 38 108 60 37 24 22
15 8 38 109 60 36 24 22
16 9 40 111 61 36 24 22
16 9 42 111 61 36 25 23
16 10 40 110 60 35 24 22
16 10 40 111 60 34 24 22
16 10 40 110 59 34 24 22
16 9 40 109 58 33 24 22
15 7 40 108 56 31 23 21
16 7 38 106 54 29 21 20
17 7 37 105 52 27 19 20
17 7 37 104 49 25 18 19
18 9 38 104 49 25 18 20
19 12 39 104 48 25 18 20
18 11 38 103 47 23 16 19
17 9 38 101 44 20 14 17
17 8 38 99 43 19 14 17
16 8 37 97 40 17 12 16
15 6 37 96 38 16 12 15
16 7 35 93 36 14 10 14
17 9 34 91 34 12 9 13
17 10 33 89 32 10 8 13
15 9 33 87 31 8 7 12
13 7 32 85 29 6 6 10
15 7 33 84 29 6 5 10
17 8 34 84 28 7 6 10
15 6 34 80 27 7 5 9
12 3 33 78 25 5 4 8
14 3 31 75 22 2 2 8
16 4 30 73 21 1 1 8
15 4 30 71 22 2 3 9
14 4 29 70 21 1 2 9
13 3 29 68 21 2 3 9
12 3 27 65 19 2 2 7
11 2 28 64 19 2 2 7
11 2 28 62 18 2 1 6
11 2 27 58 18 2 1 5
9 2 26 56 17 2 1 4
9 2 26 54 17 2 2 4
10 2 26 52 17 3 2 5
9 1 25 49 17 4 3 5
9 1 24 47 18 4 4 6
9 1 23 45 18 6 4 6
9 1 22 42 17 7 4 6
9 0 22 40 17 7 4 5
9 2 21 37 16 6 4 4
7 1 19 34 15 6 3 3
4 -2 17 31 15 7 3 3
5 -3 16 29 14 6 3 2
5 -2 15 27 15 6 3 2
5 0 14 24 13 6 3 1
4 0 15 24 13 6 5 2
3 0 14 21 12 6 4 1
3 -2 12 19 10 6 3 0
3 -2 12 17 10 5 2 1
3 -2 12 15 10 5 2 1
2 -3 12 13 9 6 2 2
1 -4 11 13 9 7 4 2
0 -5 9 12 7 6 3 2
0 -7 8 10 7 5 2 2
0 -7 7 8 5 4 2 1
2 -5 8 7 6 5 3 1
3 -3 9 7 6 6 4 1
1 -4 9 6 6 6 4 1
-2 -5 9 6 6 5 3 1
-2 -5 9 7 6 5 3 1
-2 -5 8 5 6 5 3 1
-2 -5 7 3 5 5 2 1
0 -5 5 2 4 3 1 -2
2 -3 4 1 3 3 1 -2
2 -3 4 2 3 4 1 0
1 -4 5 2 3 4 2 1
-2 -4 5 1 4 4 2 0
-2 -3 7 2 5 5 3 1
-2 -3 7 2 5 5 3 1
-2 -3 7 2 5 5 3 1
-2 -3 7 2 5 5 3 0
-2 -4 7 3 5 5 3 -2
-2 -6 6 2 5 5 3 -2
-3 -5 5 0 4 5 3 -3
-2 -4 5 1 4 6 3 -3
0 -3 7 3 5 7 4 -2
-2 -2 7 3 5 7 4 -2
-3 -3 6 2 4 6 3 -2
-4 -3 7 3 5 7 3 0
-3 -2 7 3 5 8 4 1
0 0 7 3 6 9 5 3
2 2 7 5 8 9 6 4
4 2 7 6 8 9 6 4
3 2 6 4 7 8 6 4
0 0 4 3 7 8 7 4
-4 -2 4 3 7 7 6 3
-5 -2 5 5 8 9 7 5
-3 0 5 5 7 8 6 4
-2 0 6 5 7 8 5 4
