I II V1 V2 V3 V4 V5 V6
-4 -5 7 10 -4 -8 -9 -6
-5 -6 8 12 -3 -7 -8 -5
-5 -6 7 11 -4 -8 -10 -6
-6 -6 6 10 -4 -9 -11 -7
-5 -4 4 10 -5 -11 -11 -8
-2 0 4 8 -6 -11 -12 -9
-3 1 3 6 -6 -12 -12 -9
-7 -2 2 4 -7 -12 -14 -10
-9 -5 2 5 -7 -11 -13 -10
-8 -5 3 7 -7 -10 -12 -9
-6 -4 5 9 -3 -9 -10 -7
-5 -4 5 11 -2 -9 -10 -7
-7 -6 3 9 -5 -11 -12 -9
-9 -6 1 7 -6 -12 -13 -10
-7 0 1 8 -5 -10 -12 -9
0 7 1 9 -4 -9 -11 -9
2 9 3 10 -2 -8 -10 -7
1 8 3 10 -3 -8 -11 -8
1 9 2 9 -3 -8 -12 -9
1 9 2 9 -3 -8 -11 -9
-3 8 2 8 -3 -7 -11 -8
-5 6 1 9 -4 -8 -12 -8
-4 7 1 9 -4 -9 -13 -9
-3 7 1 9 -4 -9 -13 -9
-4 8 0 8 -5 -10 -14 -11
-5 8 -2 7 -5 -11 -15 -12
-5 8 -2 7 -4 -10 -14 -11
-5 8 -2 6 -4 -9 -14 -10
-6 7 -3 6 -4 -10 -14 -11
-6 8 -2 7 -3 -9 -13 -10
-4 11 0 8 -2 -8 -12 -9
0 12 0 10 0 -7 -12 -9
-2 11 -2 10 0 -8 -12 -10
-4 10 -4 7 -2 -9 -13 -11
-4 8 -5 7 -3 -9 -14 -12
-4 10 -5 7 -3 -8 -15 -13
-3 13 -3 7 0 -6 -13 -11
-3 15 -2 7 1 -6 -13 -11
-4 14 -3 7 1 -7 -13 -12
-5 12 -3 8 2 -7 -13 -11
-5 13 0 10 2 -6 -12 -9
-5 14 0 9 2 -6 -12 -10
-6 14 0 10 3 -5 -11 -10
-7 13 0 10 3 -5 -11 -11
-7 13 0 10 3 -4 -11 -11
-5 15 0 10 3 -5 -11 -10
-4 16 0 10 3 -5 -10 -9
-4 16 -3 8 3 -4 -10 -9
-5 14 -4 7 2 -5 -11 -10
-5 11 -5 6 2 -6 -11 -11
-5 11 -5 8 3 -5 -12 -10
-5 10 -3 11 4 -3 -10 -8
-4 10 -2 12 4 -2 -9 -8
0 12 0 13 6 0 -8 -7
2 12 1 13 7 0 -8 -7
-2 9 1 12 8 0 -9 -8
-4 5 0 11 7 0 -8 -8
-4 4 0 11 8 1 -7 -7
-4 2 1 13 10 4 -5 -6
-4 0 2 15 11 5 -4 -5
-5 0 2 16 12 6 -4 -4
-4 -2 2 16 12 6 -4 -4
-5 -5 1 16 12 5 -5 -5
-8 -10 2 16 12 5 -4 -4
-11 -11 2 16 11 5 -4 -5
-9 -10 3 18 14 8 -2 -4
-2 -5 6 21 18 13 3 2
3 -2 8 23 21 16 6 5
-2 -8 6 23 21 15 6 4
-5 -12 6 24 22 16 6 5
0 -10 7 25 23 17 7 6
3 -8 7 26 23 17 7 7
0 -12 8 27 24 18 7 7
-3 -14 9 27 26 20 9 8
-3 -14 8 27 26 21 10 8
-4 -13 7 27 26 21 10 8
-4 -13 7 27 26 22 10 8
-3 -13 6 26 26 23 11 8
-3 -13 6 27 26 23 11 8
-4 -13 6 28 27 24 11 8
-5 -14 5 27 27 23 11 8
-6 -15 5 28 28 24 12 8
-7 -15 4 28 29 25 12 8
-5 -13 5 29 30 27 12 10
1 -9 5 29 31 28 13 10
4 -6 4 28 30 28 14 10
2 -6 5 30 32 31 15 12
1 -7 4 29 32 31 15 11
1 -9 4 30 33 32 16 12
0 -10 4 31 35 32 18 13
1 -8 4 31 35 33 18 13
2 -6 4 32 36 35 18 14
3 -5 4 32 36 35 18 14
2 -6 4 32 37 36 20 15
-2 -9 4 33 37 37 19 14
-5 -13 2 32 37 37 19 14
-8 -15 1 30 35 35 18 12
-9 -17 -2 27 34 34 16 10
-9 -17 -2 28 35 35 17 11
-4 -10 2 32 40 40 22 16
7 2 5 36 44 45 25 19
11 7 7 38 47 48 28 21
6 3 6 38 46 47 27 21
2 0 4 36 44 46 25 20
4 3 3 35 44 46 25 19
4 4 2 35 44 46 26 19
1 1 1 34 43 45 25 19
0 1 0 32 42 45 25 18
-2 1 1 33 43 46 27 20
-2 0 1 32 42 45 27 19
-2 0 0 32 39 44 26 19
1 2 0 32 39 44 26 20
3 3 0 30 38 43 26 21
1 1 -3 28 35 38 24 19
-3 -3 -3 26 32 36 23 18
-3 -3 -3 25 31 34 22 17
2 2 -3 23 29 33 21 17
4 5 -2 23 27 32 21 18
3 3 -3 21 24 29 20 17
1 1 -3 20 22 27 19 16
1 0 -2 20 22 26 18 16
0 0 -2 20 21 24 17 16
-3 -4 -2 17 17 20 14 13
-2 -4 -2 16 15 18 12 11
2 -2 -3 15 13 15 11 10
3 -2 -2 15 12 14 11 10
0 -6 -3 13 10 11 8 9
-4 -10 -3 11 8 10 7 8
-4 -11 -3 11 6 8 7 7
-3 -9 0 12 6 9 8 8
0 -7 1 13 6 8 8 9
1 -6 1 13 5 6 7 8
1 -7 1 12 4 5 6 8
0 -9 2 11 3 4 5 7
-2 -9 2 12 3 4 4 6
-2 -9 1 11 1 2 3 5
-5 -11 1 9 0 0 2 4
-7 -14 2 7 -2 -2 1 3
-7 -15 1 7 -5 -4 -2 0
-6 -16 2 8 -4 -4 -2 1
-5 -15 3 9 -4 -3 -2 2
-6 -14 3 10 -4 -3 -3 2
-7 -15 1 7 -6 -6 -4 0
-6 -17 0 6 -6 -8 -5 -2
-5 -16 1 7 -6 -7 -5 0
-2 -13 2 7 -6 -6 -4 0
3 -8 4 8 -4 -5 -2 2
4 -7 4 8 -4 -6 -3 2
2 -10 4 9 -5 -6 -3 2
2 -11 4 9 -5 -6 -5 1
1 -12 4 10 -5 -6 -5 1
-2 -13 4 9 -5 -7 -5 1
-2 -13 3 9 -5 -7 -5 1
-2 -13 3 9 -5 -8 -6 0
-3 -13 3 8 -6 -9 -6 -2
-4 -14 4 7 -6 -9 -6 0
-3 -14 3 6 -6 -9 -7 0
-4 -14 3 6 -6 -9 -7 -2
-5 -15 3 7 -6 -9 -6 0
-5 -16 3 7 -7 -9 -7 -2
-6 -17 3 7 -7 -10 -8 -2
-6 -17 4 8 -8 -11 -9 -3
-4 -14 5 9 -6 -10 -7 -2
0 -11 4 9 -5 -9 -7 -2
0 -11 5 10 -5 -9 -7 -2
-3 -12 3 9 -7 -10 -8 -3
-5 -14 2 7 -8 -11 -9 -5
-5 -14 2 5 -8 -11 -9 -4
-5 -14 2 5 -8 -10 -9 -4
-5 -15 3 5 -8 -11 -9 -4
-6 -16 2 4 -10 -13 -10 -5
-7 -17 1 4 -11 -14 -11 -6
-6 -16 2 5 -9 -12 -9 -5
-4 -13 4 8 -6 -10 -7 -3
0 -10 5 8 -5 -10 -7 -2
-4 -12 4 7 -6 -11 -9 -4
-6 -14 3 6 -7 -11 -9 -5
-5 -13 4 7 -6 -10 -9 -4
-3 -13 5 7 -6 -9 -9 -3
-5 -16 4 5 -7 -10 -10 -4
-9 -18 2 3 -9 -12 -12 -6
-9 -17 3 4 -8 -11 -11 -6
-5 -13 3 7 -6 -9 -8 -4
0 -8 4 8 -5 -8 -7 -3
1 -8 5 8 -4 -8 -7 -3
-2 -10 4 7 -5 -9 -8 -4
-3 -11 5 8 -4 -7 -7 -2
-3 -10 6 7 -3 -7 -7 -2
-3 -11 7 8 -2 -5 -5 0
-3 -12 6 8 -2 -5 -5 0
-3 -12 6 7 -3 -7 -6 0
-3 -12 5 6 -4 -8 -7 0
-4 -13 4 7 -4 -7 -7 -2
-4 -13 3 6 -5 -9 -7 -3
-5 -14 2 4 -6 -10 -8 -5
-7 -16 1 3 -7 -11 -9 -6
-10 -18 1 3 -7 -10 -9 -5
-7 -16 2 3 -7 -9 -8 -4
2 -8 5 6 -4 -6 -4 1
7 -5 8 9 1 -3 0 4
1 -8 6 9 0 -5 -3 2
-4 -13 4 7 -4 -6 -4 1
-2 -13 3 5 -5 -7 -5 -2
-2 -12 3 5 -5 -7 -5 -2
-3 -12 3 4 -6 -8 -7 -2
-4 -11 4 4 -5 -7 -6 -2
-3 -10 3 3 -6 -8 -7 -2
-4 -11 3 3 -5 -7 -6 -2
-4 -13 3 3 -5 -7 -5 -2
-4 -14 3 4 -5 -7 -6 0
-5 -16 3 3 -6 -8 -7 -2
-8 -18 1 0 -9 -12 -10 -6
-10 -21 0 0 -10 -12 -10 -5
-9 -18 1 1 -10 -11 -10 -6
-2 -10 4 4 -6 -7 -6 -2
6 -4 6 6 -4 -4 -2 2
5 -7 5 4 -5 -6 -3 1
0 -12 3 1 -8 -9 -6 -2
-2 -13 3 1 -7 -9 -6 -3
0 -12 4 2 -7 -8 -5 -2
-3 -12 4 3 -6 -7 -5 0
-3 -12 4 3 -7 -8 -6 -2
-2 -11 3 3 -8 -9 -6 -2
-2 -11 3 3 -8 -9 -6 -2
-4 -11 3 3 -7 -8 -6 -2
-5 -12 3 2 -7 -8 -7 -4
-5 -13 2 0 -8 -9 -7 -4
-5 -14 2 -2 -9 -10 -7 -4
-5 -14 2 -2 -9 -10 -8 -4
-5 -15 3 1 -9 -10 -7 -3
-5 -16 3 1 -9 -10 -7 -3
-5 -15 3 2 -7 -9 -7 -2
-3 -12 4 3 -7 -8 -6 -3
1 -9 5 3 -7 -8 -6 -2
2 -9 4 1 -8 -10 -6 -2
-2 -12 3 1 -9 -11 -7 -3
-4 -13 3 1 -9 -10 -7 -3
-3 -12 4 1 -9 -9 -6 -2
-2 -10 4 0 -8 -9 -6 -2
-2 -10 3 1 -7 -8 -5 -2
-3 -8 2 1 -5 -7 -4 -2
-4 -7 2 1 -5 -7 -4 -2
-5 -7 2 1 -5 -7 -5 -2
-7 -8 2 1 -5 -6 -4 -2
-8 -9 3 2 -5 -6 -3 1
-7 -8 5 4 -4 -5 -2 1
-3 -4 8 6 -2 -3 1 2
2 1 11 8 0 -2 2 3
1 -2 12 7 0 -3 2 3
-3 -4 12 6 -2 -4 1 2
-2 -3 12 7 1 -3 1 3
-2 0 11 7 1 -2 1 3
-3 1 11 7 1 -2 2 3
-2 2 9 6 0 -2 1 3
0 4 6 3 -3 -3 1 3
-2 3 2 1 -3 -3 1 4
-3 2 -2 -3 -4 -4 1 4
0 4 -5 -5 -6 -4 1 4
4 6 -6 -4 -6 -3 2 6
6 8 -7 -4 -6 -3 3 7
4 6 -8 -5 -7 -5 2 6
1 3 -8 -6 -8 -7 1 4
0 1 -9 -7 -9 -7 1 3
1 0 -11 -8 -10 -7 1 3
0 -2 -10 -7 -9 -5 2 5
0 -2 -9 -6 -8 -4 3 6
0 -2 -8 -5 -7 -4 4 5
2 0 -8 -5 -7 -4 4 5
6 4 -8 -4 -6 -4 4 7
9 7 -5 -2 -4 -2 6 9
9 6 -2 0 -2 0 6 10
4 1 -2 0 -3 -3 5 8
1 -2 0 0 -5 -3 5 7
2 1 0 0 -6 -4 4 6
3 2 1 -2 -8 -6 3 5
2 -2 2 -3 -9 -8 0 3
-3 -5 4 -4 -9 -9 -2 2
-3 -7 2 -7 -12 -11 -4 -2
-2 -8 1 -7 -12 -12 -4 -3
-2 -9 3 -6 -11 -11 -4 -2
-4 -9 3 -6 -12 -12 -4 -2
-4 -10 4 -5 -12 -12 -4 -3
-4 -11 3 -6 -13 -14 -5 -4
-4 -13 4 -5 -13 -13 -5 -4
-5 -14 4 -5 -14 -13 -6 -4
-4 -15 4 -5 -15 -14 -7 -5
-4 -15 3 -6 -15 -15 -8 -6
-5 -15 4 -6 -15 -15 -9 -5
-5 -17 3 -6 -15 -16 -10 -6
-6 -18 3 -7 -16 -17 -11 -8
-7 -19 4 -7 -15 -16 -10 -8
-6 -17 3 -7 -15 -17 -10 -8
-4 -16 6 -5 -13 -15 -7 -5
-4 -14 7 -4 -13 -14 -7 -5
-5 -17 5 -6 -15 -16 -10 -7
-8 -19 3 -9 -18 -18 -12 -9
-7 -18 4 -8 -17 -17 -11 -8
-3 -14 7 -6 -14 -15 -9 -6
1 -12 9 -5 -13 -14 -7 -6
-3 -16 8 -5 -13 -15 -8 -7
-5 -18 5 -6 -14 -17 -9 -8
-5 -17 6 -6 -14 -16 -8 -7
-4 -15 7 -7 -13 -15 -8 -7
-4 -16 7 -6 -13 -15 -7 -7
-5 -17 5 -6 -15 -17 -10 -8
-5 -17 5 -8 -16 -18 -11 -8
-5 -18 5 -8 -16 -18 -11 -8
-6 -19 6 -8 -15 -17 -11 -7
-6 -19 5 -7 -15 -17 -11 -7
-5 -17 5 -7 -15 -17 -11 -8
-5 -17 6 -7 -14 -16 -10 -8
-5 -17 6 -7 -14 -17 -10 -8
-5 -19 5 -8 -15 -18 -11 -9
-6 -21 4 -9 -16 -18 -11 -10
-8 -22 4 -9 -17 -19 -11 -10
-7 -20 5 -8 -17 -18 -11 -9
-5 -18 6 -7 -17 -18 -11 -9
-9 -21 5 -9 -20 -21 -13 -11
-13 -25 5 -12 -24 -26 -18 -15
-11 -19 6 -12 -25 -28 -19 -15
-5 -13 12 -7 -21 -26 -15 -12
-4 -12 14 -6 -18 -23 -15 -11
-5 -15 14 -4 -15 -20 -14 -11
-7 -17 14 1 -10 -15 -13 -13
-6 -18 17 10 2 -4 -8 -10
-5 -18 22 23 19 12 0 -7
-2 -17 26 37 38 30 11 1
2 -14 25 50 57 52 26 10
7 -9 20 52 70 73 44 21
12 1 12 47 79 98 64 35
18 12 2 36 87 128 90 54
23 23 -11 20 91 157 117 73
28 35 -25 0 89 182 143 93
33 46 -44 -24 80 198 163 107
35 49 -57 -46 69 202 174 115
33 47 -62 -64 50 191 170 113
28 40 -61 -83 22 167 153 105
21 34 -61 -106 -13 132 129 91
14 27 -62 -124 -47 91 99 72
6 21 -62 -135 -76 46 64 51
-2 17 -59 -135 -97 3 30 29
-5 17 -53 -126 -107 -32 3 13
-6 16 -47 -110 -107 -54 -12 5
-7 11 -41 -92 -95 -58 -17 0
-8 7 -36 -77 -79 -54 -18 -4
-8 5 -32 -68 -70 -51 -19 -6
-8 1 -28 -58 -58 -43 -16 -5
-7 -4 -25 -48 -48 -33 -12 -4
-5 -6 -21 -38 -38 -25 -9 -2
-2 -4 -16 -30 -30 -21 -7 0
1 -3 -11 -23 -24 -17 -5 1
0 -6 -7 -17 -20 -15 -4 0
0 -7 -4 -12 -18 -14 -4 -2
0 -6 -3 -11 -16 -14 -6 -4
-2 -9 2 -7 -12 -12 -5 -3
-4 -11 4 -4 -9 -10 -5 -3
-5 -12 6 -3 -8 -9 -5 -4
-5 -14 5 -4 -9 -11 -7 -6
-7 -16 4 -5 -11 -13 -8 -7
-8 -17 4 -4 -12 -13 -8 -7
-8 -17 4 -2 -10 -12 -8 -7
-4 -13 6 2 -7 -11 -6 -5
0 -11 6 3 -6 -11 -6 -4
-5 -16 5 1 -7 -12 -8 -7
-10 -21 4 -2 -9 -14 -10 -9
-8 -19 4 -2 -9 -15 -11 -9
-3 -13 7 2 -6 -12 -8 -7
2 -9 8 3 -4 -9 -6 -4
1 -9 8 4 -4 -9 -6 -4
0 -11 8 4 -4 -9 -6 -5
-3 -14 8 5 -4 -9 -6 -5
-5 -16 7 5 -4 -9 -7 -6
-4 -15 6 4 -4 -11 -7 -7
-3 -14 8 6 -3 -9 -5 -5
-2 -13 9 7 -2 -8 -5 -4
-3 -14 9 6 -3 -8 -6 -5
-6 -16 7 2 -5 -11 -9 -8
-9 -18 6 1 -6 -12 -11 -9
-7 -17 6 1 -6 -11 -11 -9
-3 -13 8 4 -3 -9 -7 -7
2 -9 10 7 1 -7 -5 -5
2 -9 10 8 2 -6 -5 -4
0 -11 8 7 1 -8 -6 -6
-2 -13 8 6 1 -9 -7 -7
-3 -12 8 6 2 -7 -6 -6
-2 -11 8 6 2 -7 -7 -6
-2 -11 9 6 3 -7 -6 -6
-3 -12 9 6 2 -6 -6 -6
-4 -13 9 6 0 -6 -7 -6
-4 -14 8 5 0 -6 -7 -6
-3 -14 8 6 1 -6 -6 -6
-3 -14 9 7 2 -7 -6 -6
-4 -15 8 7 2 -8 -6 -7
-6 -16 6 6 2 -8 -7 -7
-7 -17 5 5 1 -8 -8 -8
-5 -15 7 6 3 -7 -7 -7
-5 -14 6 5 2 -8 -8 -8
-6 -14 6 5 2 -6 -7 -7
-5 -13 6 6 3 -5 -7 -6
-3 -12 7 6 3 -5 -6 -6
-4 -13 9 9 4 -3 -4 -5
-3 -12 8 9 5 -4 -4 -5
-2 -11 8 9 5 -4 -5 -5
-3 -12 7 8 5 -5 -6 -6
-5 -13 6 7 4 -6 -7 -7
-5 -14 6 6 3 -6 -8 -8
-5 -14 6 6 5 -5 -7 -8
-4 -11 7 7 5 -3 -5 -6
-3 -10 7 7 5 -2 -5 -5
-5 -13 7 8 5 -2 -5 -5
-7 -16 5 7 4 -4 -7 -7
-7 -15 5 7 4 -4 -6 -6
-5 -13 6 7 5 -4 -6 -6
-5 -12 6 8 7 -3 -5 -6
-2 -9 6 10 9 -2 -4 -5
2 -6 7 10 10 1 -2 -4
0 -7 7 9 8 1 -4 -5
-5 -11 4 7 7 -2 -6 -7
-5 -10 5 8 8 1 -4 -6
0 -7 7 10 10 3 -3 -4
1 -7 7 10 11 2 -3 -4
0 -7 7 12 11 2 -2 -4
0 -8 7 13 12 3 -2 -3
-2 -8 7 13 13 3 -3 -3
-4 -9 6 12 13 3 -3 -3
-5 -10 5 11 12 2 -4 -4
-5 -10 5 10 11 2 -4 -4
-5 -10 5 9 11 2 -4 -4
-5 -10 5 10 12 4 -3 -3
-4 -9 5 11 13 4 -3 -3
-3 -8 6 13 15 5 -2 -2
-2 -8 5 13 14 5 -2 -3
-2 -7 4 13 14 5 -2 -2
-2 -6 4 13 15 6 0 -2
-3 -5 4 13 15 6 0 -2
-3 -5 4 12 15 6 -2 -3
-5 -6 4 12 16 7 -2 -2
-5 -7 3 11 15 6 -3 -3
-6 -8 3 11 15 7 -2 -3
-5 -7 3 12 15 8 -2 -3
-4 -6 4 13 17 9 0 -2
-3 -6 4 14 19 11 1 0
-3 -6 3 15 20 12 2 0
-3 -5 4 16 21 12 3 1
-2 -5 3 14 21 11 2 1
-4 -5 3 14 21 12 2 1
-5 -7 2 13 20 12 1 0
-6 -8 2 13 19 13 2 0
-6 -8 1 13 21 14 3 0
-3 -5 2 15 22 16 5 2
2 1 3 17 25 19 6 4
5 5 4 18 27 20 7 4
3 5 4 19 28 21 9 5
0 1 2 18 27 20 7 4
-2 1 2 18 28 20 7 4
0 3 3 18 29 21 7 4
0 3 3 19 30 23 9 5
-2 2 2 18 30 23 9 4
-4 0 1 18 31 24 9 4
-6 -4 -2 16 29 22 7 2
-8 -6 -2 17 30 24 8 4
-5 -4 0 19 31 27 11 6
1 5 3 22 36 31 15 9
5 11 2 22 36 31 15 8
1 7 1 20 36 30 13 8
-3 4 0 19 35 30 12 7
1 7 1 20 36 31 14 8
4 10 2 20 38 33 15 9
3 10 1 20 38 34 16 10
2 10 1 22 39 35 18 11
2 10 1 22 39 35 18 11
1 9 -2 22 39 36 17 11
1 8 0 23 40 37 17 12
3 10 -2 22 39 36 17 11
2 10 0 22 40 37 18 13
1 9 -3 19 37 35 17 11
-2 8 -4 17 36 33 17 10
-3 9 -5 16 36 33 16 10
0 11 -4 17 37 35 18 11
3 13 -4 17 36 35 19 12
3 13 -4 16 34 34 19 12
2 11 -5 15 33 33 19 12
1 11 -4 15 32 33 19 13
1 13 -5 13 30 30 17 12
0 12 -4 13 29 29 16 12
0 11 -5 11 26 26 15 11
-2 11 -6 8 23 23 14 9
-3 10 -7 6 21 21 12 8
-4 8 -7 5 19 18 11 7
-2 9 -7 5 18 17 10 7
3 12 -6 7 16 17 11 8
3 11 -6 6 14 15 9 7
-3 6 -6 4 12 12 7 6
-5 4 -6 3 10 10 6 5
-3 5 -5 2 9 8 5 4
1 8 -5 1 8 7 4 4
2 10 -5 0 7 5 4 4
3 10 -6 -3 5 3 2 2
2 8 -6 -4 4 2 0 1
0 5 -5 -4 3 1 -2 1
-2 4 -4 -4 1 -2 -3 -2
0 3 -4 -4 0 -3 -3 0
0 2 -5 -4 -2 -4 -4 0
-2 1 -4 -5 -2 -5 -5 -2
-4 1 -4 -7 -4 -7 -7 -5
-4 0 -4 -6 -4 -7 -7 -4
-3 0 -5 -8 -6 -9 -8 -5
-2 1 -5 -9 -7 -10 -8 -6
-2 1 -6 -9 -7 -9 -9 -6
-3 1 -6 -8 -7 -9 -10 -6
-5 -2 -7 -8 -8 -10 -11 -6
-5 -6 -7 -9 -9 -12 -12 -7
-8 -10 -9 -11 -11 -15 -14 -9
-13 -12 -9 -12 -12 -17 -16 -11
-12 -10 -8 -11 -11 -17 -15 -10
-4 -2 -3 -9 -8 -14 -12 -8
5 6 -2 -7 -6 -12 -10 -6
5 6 -3 -8 -7 -13 -11 -7
1 4 -4 -9 -8 -13 -13 -7
1 3 -3 -8 -9 -13 -13 -7
0 2 -3 -8 -9 -14 -13 -7
-4 -2 -3 -9 -11 -15 -14 -9
-4 0 -3 -8 -11 -15 -14 -8
1 4 -4 -7 -10 -16 -13 -7
3 6 -3 -7 -9 -16 -13 -8
0 2 -4 -9 -12 -18 -16 -10
-5 -4 -6 -10 -14 -19 -17 -12
-5 -4 -5 -10 -13 -19 -16 -11
-5 -3 -4 -10 -12 -17 -15 -10
-5 -5 -5 -10 -13 -18 -16 -11
-4 -3 -4 -9 -12 -17 -16 -10
2 4 -3 -7 -9 -16 -14 -8
4 7 -3 -6 -9 -15 -14 -7
2 5 -4 -7 -11 -17 -16 -9
-2 2 -4 -8 -11 -18 -16 -10
-2 2 -4 -9 -11 -19 -16 -10
-2 2 -3 -9 -11 -19 -16 -10
-2 2 -4 -10 -13 -20 -17 -11
-3 1 -4 -10 -13 -19 -16 -11
-4 2 -3 -9 -13 -19 -17 -11
-4 2 -3 -8 -12 -18 -17 -10
-3 2 -2 -7 -11 -17 -16 -10
0 2 -2 -7 -11 -17 -16 -10
1 2 -2 -7 -11 -18 -16 -9
0 2 -4 -8 -12 -19 -17 -10
-2 1 -4 -8 -12 -18 -17 -10
0 2 -4 -8 -12 -18 -18 -11
1 3 -4 -8 -12 -18 -18 -11
-2 4 -4 -7 -11 -17 -17 -11
-4 3 -3 -7 -10 -17 -17 -11
-5 1 -3 -8 -11 -18 -17 -12
-6 -3 -4 -9 -14 -20 -18 -12
-9 -7 -5 -9 -14 -20 -19 -12
-10 -6 -6 -9 -14 -21 -19 -13
-6 -2 -3 -7 -11 -17 -17 -11
0 6 -2 -5 -9 -15 -15 -8
4 9 -2 -6 -10 -15 -16 -8
3 8 0 -6 -9 -14 -15 -8
0 6 1 -6 -9 -13 -14 -7
-3 6 -2 -6 -9 -15 -15 -9
-2 6 -3 -7 -10 -16 -16 -10
0 5 -4 -8 -11 -18 -17 -11
0 3 -4 -8 -11 -18 -17 -11
1 5 -5 -7 -11 -18 -17 -11
2 8 -4 -7 -11 -17 -16 -10
2 7 -4 -7 -12 -17 -16 -9
-2 3 -5 -8 -13 -17 -16 -10
-5 2 -5 -9 -13 -17 -18 -11
-5 2 -5 -10 -14 -17 -18 -11
-4 2 -4 -9 -12 -17 -18 -10
-3 4 -3 -8 -11 -15 -16 -8
0 7 -3 -8 -11 -15 -15 -8
2 9 -3 -7 -11 -15 -15 -8
3 9 -3 -7 -11 -15 -15 -9
2 8 -4 -8 -12 -17 -17 -10
0 6 -4 -8 -11 -16 -16 -9
-3 5 -4 -8 -12 -16 -16 -10
0 6 -3 -9 -12 -16 -16 -10
4 8 -4 -10 -12 -17 -17 -10
4 8 -4 -10 -12 -17 -16 -9
0 7 -5 -9 -12 -16 -16 -9
-2 6 -5 -9 -13 -16 -16 -9
-2 5 -6 -10 -15 -17 -19 -10
-3 3 -6 -10 -16 -18 -19 -11
-4 4 -7 -11 -16 -19 -19 -12
-5 4 -6 -11 -16 -19 -18 -12
-5 2 -7 -12 -16 -20 -19 -12
-6 2 -6 -11 -15 -19 -18 -11
-2 6 -6 -11 -14 -18 -18 -10
6 13 -5 -10 -13 -17 -17 -10
7 13 -4 -9 -13 -17 -17 -10
1 8 -5 -10 -14 -18 -17 -10
-3 5 -5 -11 -15 -19 -18 -10
-4 5 -6 -12 -15 -20 -19 -11
-4 5 -6 -11 -15 -20 -19 -11
-4 6 -4 -11 -14 -18 -18 -10
1 10 -3 -10 -13 -18 -17 -10
4 13 -2 -10 -13 -16 -16 -9
3 12 -3 -10 -13 -15 -15 -8
0 9 -4 -10 -13 -15 -15 -8
1 9 -5 -11 -15 -17 -17 -10
2 9 -6 -11 -15 -18 -17 -10
3 9 -6 -12 -16 -19 -19 -11
4 9 -7 -12 -16 -20 -20 -12
5 10 -7 -11 -16 -20 -19 -11
5 11 -7 -12 -17 -20 -20 -12
3 10 -7 -12 -17 -20 -19 -12
2 8 -6 -13 -17 -20 -19 -12
0 6 -5 -12 -16 -20 -18 -11
-2 6 -6 -13 -17 -20 -19 -11
0 6 -6 -11 -17 -19 -19 -10
1 9 -5 -11 -16 -19 -18 -11
4 15 -4 -10 -14 -18 -17 -11
6 17 -5 -9 -12 -17 -16 -10
4 16 -5 -9 -12 -16 -16 -10
1 15 -5 -9 -12 -16 -17 -10
1 17 -5 -8 -11 -15 -15 -9
2 17 -5 -9 -12 -15 -15 -9
3 17 -4 -9 -12 -15 -15 -8
3 19 0 -7 -12 -16 -16 -9
6 22 2 -5 -11 -15 -15 -8
6 21 4 -3 -9 -13 -13 -8
2 19 4 -3 -9 -14 -14 -9
0 19 2 -4 -10 -15 -16 -10
2 21 2 -4 -9 -14 -15 -9
3 23 3 -3 -6 -12 -13 -7
4 24 3 -3 -5 -11 -12 -6
4 24 0 -5 -7 -11 -13 -6
3 24 -5 -8 -9 -11 -13 -6
3 25 -9 -10 -10 -12 -13 -6
5 26 -12 -11 -12 -13 -12 -6
7 27 -14 -11 -13 -14 -12 -5
8 29 -16 -13 -14 -15 -13 -4
9 30 -17 -13 -14 -15 -13 -4
9 28 -17 -15 -15 -16 -13 -5
7 26 -16 -14 -15 -16 -13 -5
5 21 -17 -14 -14 -15 -12 -5
3 17 -16 -13 -13 -13 -11 -3
4 17 -14 -10 -12 -11 -9 0
7 18 -14 -10 -12 -11 -9 1
10 19 -14 -8 -11 -11 -8 1
11 19 -12 -6 -9 -10 -6 1
9 14 -11 -4 -7 -9 -5 2
6 8 -9 -5 -8 -9 -6 2
3 4 -8 -5 -10 -10 -8 1
0 1 -7 -6 -11 -11 -10 0
1 0 -6 -7 -13 -13 -12 -3
4 1 -4 -6 -13 -13 -11 -3
5 1 0 -4 -11 -11 -10 0
3 -3 2 -3 -11 -11 -10 -2
3 -5 2 -3 -11 -11 -10 -2
2 -6 2 -3 -11 -12 -10 -2
0 -7 2 -4 -11 -14 -11 -3
3 -6 2 -5 -13 -16 -13 -5
5 -6 4 -2 -10 -14 -11 -3
4 -8 4 0 -10 -14 -12 -3
2 -11 4 -3 -11 -15 -13 -5
2 -12 5 -3 -11 -15 -12 -5
2 -13 4 -4 -13 -15 -14 -6
0 -16 5 -4 -13 -16 -14 -7
-3 -18 4 -4 -14 -17 -15 -7
-4 -19 3 -5 -16 -18 -17 -8
-4 -18 3 -6 -16 -19 -17 -9
-2 -15 3 -5 -15 -19 -16 -9
2 -13 4 -4 -14 -19 -16 -8
2 -14 5 -4 -14 -18 -16 -7
2 -12 6 -3 -13 -17 -16 -7
2 -11 5 -4 -14 -17 -16 -8
1 -13 5 -5 -15 -18 -16 -8
1 -14 5 -4 -14 -19 -17 -9
2 -13 4 -4 -14 -19 -17 -9
3 -13 5 -3 -13 -18 -16 -8
3 -12 5 -4 -14 -19 -17 -9
2 -12 6 -4 -14 -18 -16 -9
0 -13 6 -4 -14 -19 -16 -9
